Manufacturer,Brand
Nestlé,Coffee Classic Stick
Nestlé,雀巢/Nestlé
Nestlé,雀巢咖啡/Nestlé
Nestlé,Neslte
Nestlé,Nestlé Brasil Ltda
Nestlé,Milo Kotak
Nestlé,Nestle Philippines
Nestlé,Nestle - Milo
Nestlé,Nescafe 2gm
Nestlé,Торчин(Nestle)
Nestlé,Nestle (Arrowhead)
Nestlé,Nestle Water
Nestlé,Nespresso
Nestlé,Nido Nestle
Nestlé,Nestle Phil.
Nestlé,Nestle Crunch
Nestlé,Nestle Phils Inc
Nestlé,Nestle Vn
Nestlé,Nestle Arrowhead
Nestlé,Neskafe(Nestle)
Nestlé,"Мівіна, Nestle"
Nestlé,Nestle Freshmilk
Nestlé,Nestle - Nescafe 3 in 1
Nestlé,Nestle pure life
Nestlé,Nestle Drumstick
Nestlé,Nestle Candy
Nestlé,nestle su
Nestlé,Lion
Nestlé,Maggi Rich Mami Noodles
Nestlé,Yogu
Nestlé,poland springs
Nestlé,Milo 22gm
Nestlé,Milp
Neutral Silicone Gel,中性硅酮胶/Neutral Silicone Gel
Niagara Bottling,Niagara
Niagara Bottling,Pristine mist
Niagara Bottling,Winco
Nice And Lovely,Nice And Lovely
Nice Food Corporation,Orange Drop 
Nice Food Corporation,Wish O
Nice Group,雕牌/Nice Group
Niger Biscuit Company Limited,Niger Biscuitc Co. Ltd
Nigerian Breweries Plc,Life
Nigerian Breweries PLC ,Maltina
Nike,Nike
Nin-Jiom,念慈菴/Nin-Jiom
Nissin,Cup Noodles
Nissin,Mini Stick
Nissin,Top Ramen
Nissin,Yakisoba
Nissin,Nissin Ramen
Nissin,合味道/Nissin
Niuerduo,纽尔多/Niuerduo
Niulanshan,牛栏山/Niulanshan
Niulaosan,牛老三/Niulaosan
Nong Fu Spring,NOng Fu Spring
Nongfu Spring,农夫山泉/Nongfu Spring
Nongfu Spring,尖叫/Nongfu Spring
Nongfu Spring,农夫果园/Nongfu Spring
Nongfu Spring,农夫山泉瓶盖/Nongfu Spring
Nongfu Spring,Nongfu Spring
Novolex,Polar Pak
Nuanshentie,暖身贴/Nuanshentie
Nutri-Asia Inc.,Datu Puti
Nutri-Asia Inc.,Mang Tomas
Nutri-Asia Inc.,Silver Swan
Nutri-Asia Inc.,Ketchup
Nutri-Asia Inc.,Silver Swan
Nutri-Asia Inc.,Spaghetti sauce
Nutri-Asia Inc.,Silver Swan
NutriSnack,Moby
Nutritive,Cheez-it
Nutritive,Pee-wee
Nutritive,Ri-chee
Nutritive Snack Food Corporation,Moby
Nutritive Snack Food Corporation,Richee
Nutritive Snack Food Corporation,Peewee
Nutritive Snack Food Corporation,Pee Wee
Ocean Spray,Ocean Spray
Oishi,Crispy Patata
Oishi,Cracklings
Oishi,Bread Pan
Oishi,Potato Crisp
Oishi,Double Chips
Oishi,Rinbee
"OK Foods, Inc.",Ok Foods
Okamoto,冈本/Okamoto
Old Dutch Foods Inc.,Old Dutch
Olukai LLC,OluKai
Olycci Plastics Industries,Olycci Plastic
Omo,奥妙/Omo
Oral Rehydration,Oral Rehydration
Organic Valley,Organic Valley
Orion,好丽友/Orion
Orion Confectionery,Orion
Osotspa Company Limited,M150
Osotspa Company Limited,M-150
Otsuka,Crystal Geyser
Otsuka,Pocari Sweat
"Oxford Industries, Inc.",Oxford
P&G,Ariel
P&G,Head & Shoulder
P&G,Joy
P&G,Safeguard
P&G,Ace
P&G,Align
P&G,Always
P&G,Aussie
P&G,Bounce
P&G,Bounty
P&G,Braun
P&G,Cascade
P&G,Charmin
P&G,Cheer
P&G,Clearblue
P&G,Crest
P&G,Dawn
P&G,Downy
P&G,Febreze
P&G,Fixodent
P&G,Gain
P&G,Gillette
P&G,Head & Shoulders
P&G,Herbal Essences
P&G,Ivory
P&G,Meta
P&G,Mr Clean
P&G,Naturella
P&G,Olay
P&G,Old Spice
P&G,Oral-B
P&G,Pampers
P&G,Pantene
P&G,Pepto-bismol
P&G,Pert
P&G,Pert Plus
P&G,Puffs
P&G,Rejoice
P&G,Scope
P&G,Secret
P&G,Sunny D
P&G,Swiffer
P&G,Tampax
P&G,Tide
P&G,Vicks
P&G,Olay Natural White
P&G,Ariel Jumbo
P&G,Safeguard 
P&G,Tide Bar
P&G,Tide Jumbo
P&G,Joy Antibac
P&G,Happee 
P&G,Downy Premium
P&G,Downy Powder
P&G,Pantene Shampoo
P&G,Safeguard Soap
P&G,Rejoice Shampoo
P&G,Rexona Men
P&G,Head and Shoulder
P&G,Head and Shoulder 
P&G,Head and Shoulders
P&G,Head & Shoulders (Blue)
P&G,Speed
P&G,Surf
P&G,Bonux
P&G,海飞丝/P&G
P&G,汰渍/P&G
P&G,碧浪/P&G
P&G,Procter & Gamble
P&G,P&G
P&G,Proctor And Gamble
Pai Li,派力/Pai Li
Pan Africa Agri Limited,Pan Africa Agri Limited
Pan Zi,胖子/Pan Zi
"Panda Restaurant Group, Inc",Panda Express
Panpanfood,盼盼/Panpanfood
Pao Ba,泡吧/Pao Ba
Pao Ba,Pao Ba
Parle,Appy
Parle,Fizz
Parle,Frooti
Parle,Happy Happy
Parle,Hide and Seek
Parle,Parle-G
Parle Products Private Limited,Parle
Parmalat,Astro
Parmalat,Black Diamond
Parmalat,Galbani
Parmalat,Parmalat
Parmalat,President
PAX Labs,Juul
Peak,顶峰/Peak
Peerless,Champion 
Peerless Products Manufactoring Inc,Champion
PepsiCo,百事/Pepsi
PepsiCo,7Up
PepsiCo,7 Up
PepsiCo,7-Up
PepsiCo,Alvalle
PepsiCo,Aquafina
PepsiCo,Brisk
PepsiCo,Bubly
PepsiCo,Cheetos
PepsiCo,Doritos
PepsiCo,Duyvis
PepsiCo,Fritos
PepsiCo,Gatorade
PepsiCo,Grain Waves
PepsiCo,Grandma's
PepsiCo,H2OH
PepsiCo,KAS
PepsiCo,Kevita
PepsiCo,KhrusTeam
PepsiCo,KurKure
PepsiCo,Lays
PepsiCo,Lay's
PepsiCo,Lemon
PepsiCo,LifeWtr
PepsiCo,Mirinda
PepsiCo,Miss Vickies
PepsiCo,MistTwst
PepsiCo,Mountain Dew
PepsiCo,Munchies
PepsiCo,Naked
PepsiCo,Paketaxo
PepsiCo,Pepsi
PepsiCo,Petit Fresh Fruit
PepsiCo,Propel
PepsiCo,Quaker
PepsiCo,Quaker Oats
PepsiCo,Ruffles
PepsiCo,Sabra
PepsiCo,Sabra Hummus
PepsiCo,Sabritas
PepsiCo,Saladitas
PepsiCo,Smartfood Delight
PepsiCo,Spitz Sunflower Seeds
PepsiCo,Stacy's
PepsiCo,Sun Chips
PepsiCo,Sunbites
PepsiCo,Tostitos
PepsiCo,Tropicana
PepsiCo,Walkers
PepsiCo,Pepsico
PepsiCo,Premiere Mineral
PepsiCo,Sting
PepsiCo,Lipton
PepsiCo,Premier
PepsiCo,Pepsi/Cola Products
PepsiCo,7Up Nigeria Ltd
PepsiCo,Pepsico (Dorritos/Cheetos)
PepsiCo,Frito Lay
PepsiCo,Moutain Dew
PepsiCo,Pepsico Viet Nam
PepsiCo,Frito-Lay
PepsiCo,Pepsico (Gatorade)
PepsiCo,Pepisico
PepsiCo,PepsiCo (Walkers Crisps)
PepsiCo,Pepsi Cola Product
PepsiCo,Pepsi Cola Beverage Phil. Inc
PepsiCo,Pepsi (Bottle Caps)
PepsiCo,Pepsico (Naked)
PepsiCo,Pepsi (Pepsico)
PepsiCo,Pepsico (Propel)
PepsiCo,Pepsico Inc.
PepsiCo,Viet Pepsi
PepsiCo,Pepsi Cola Products
PepsiCo,Pepsi cola
PepsiCo,Mountain Dew (Bottle)
PepsiCo,Premier Purified Drinking Water
PepsiCo,百事可乐/Pepsi-Cola
PepsiCo,Tawan (Pepsi)
PepsiCo,Mirinda (Pepsi)
PepsiCo,Pepsicola
PepsiCo,pepsi cola products philippines inc.
PepsiCo,百事可乐/Pepsi-Cola
PepsiCo,百事/Pepsi
Perfetti van Melle,Center Fresh
Perfetti van Melle,Center Fruit
Perfetti van Melle,Happy Dent
Perfetti van Melle,3D
Perfetti van Melle,3D Gum
Perfetti van Melle,AirHeads
Perfetti van Melle,Alpenliebe
Perfetti van Melle,Big Babol
Perfetti van Melle,Brooklyn
Perfetti van Melle,Centre Fresh
Perfetti van Melle,Centre Shock
Perfetti van Melle,Chlormint
Perfetti van Melle,Chocoleibe
Perfetti van Melle,Chupa chup
Perfetti van Melle,Chupa Chups
Perfetti van Melle,Filly Folly
Perfetti van Melle,Frisk
Perfetti van Melle,Fruittella
Perfetti van Melle,Goleador
Perfetti van Melle,Golia
Perfetti van Melle,Golia Bianca
Perfetti van Melle,Happydent
Perfetti van Melle,Klene
Perfetti van Melle,Lecca Lecca
Perfetti van Melle,Meller
Perfetti van Melle,Mentos
Perfetti van Melle,Smint
Perfetti van Melle,Vigorsol
Perfetti van Melle,Vivident
Perfetti van Melle,Perfetti Van Melle
Perfetti van Melle,Perfetti Van Mello
P-E-T Active Products cc,Active
Pfizer,Advil
Ph. Spring Water Resources Inc.,Nature Spring
Ph. Spring Water Resources Inc.,SM Bonus Distilled 
Philip Morris,Alpine
Philip Morris,Altria
Philip Morris,Basic
Philip Morris,Benson & Hedges
Philip Morris,Black & Mild
Philip Morris,Bucks
Philip Morris,Cambridge
Philip Morris,Chesterfield
Philip Morris,Collector's Choice
Philip Morris,Commander
Philip Morris,Dave's
Philip Morris,Grand Tobacco
Philip Morris,Greensmoke
Philip Morris,L&M
Philip Morris,Lark
Philip Morris,MarkTen
Philip Morris,Marlboro
Philip Morris,Merit
Philip Morris,NXT
Philip Morris,Parliament
Philip Morris,Players
Philip Morris,Skoal
Philip Morris,Virginia Slims
Philip Morris,Phillip Morris
Philip Morris,Marlboro (Philip Morris)
Philip Morris,Philip Morris International
Philip Morris,Philip Morris
Philip Morris,Heets (Phillip Morris)
"Philippine Spring Water Resources, Inc.",Nature'S Spring
"Philippine Spring Water Resources, Inc.",Philippine Spring Water Inc
"Philippine Spring Water Resources, Inc.",Nature Spring
"Philippine Spring Water Resources, Inc.",SM Bonus
"Philippine Spring Water Resources, Inc.",Wet!
"Philippine Spring Water Resources, Inc.",Nature'S Spring (Bottle Caps)
"Philippine Spring Water Resources, Inc.",Nature'S Spring (Bottle)
Pien Tze Huang,片仔癀/Pien Tze Huang
Pin Xiangyuan,品香园糖果纸/Pin Xiangyuan
Pinjia,品家/Pinjia
Pladis,Biscuits for Cheese
Pladis,BN
Pladis,Carr's
Pladis,Cheddars
Pladis,Cheeselets
Pladis,Choice Grain
Pladis,Club
Pladis,Cornish Wafer
Pladis,Cream Crackers
Pladis,Crinklys
Pladis,Delacre
Pladis,DeMets
Pladis,DeMet's
Pladis,Digestives
Pladis,Essentials Crackers
Pladis,Flipper Dipper
Pladis,FLIPZ
Pladis,Ginger Nuts
Pladis,Go ahead!
Pladis,Godiva
Pladis,Gold
Pladis,Happy Faces
Pladis,Hob Nobs
Pladis,Iced Gems
Pladis,Jacob's
Pladis,Jaffa Cakes
Pladis,Lyle's
Pladis,McVities
Pladis,McVitie's
Pladis,Mediterraneo
Pladis,Mini Cheddars
Pladis,Mini Rolls
Pladis,Oddities
Pladis,Penguin
Pladis,Rich Tea
Pladis,Stixx
Pladis,Tasties
Pladis,Taxi
Pladis,Thai Bites
Pladis,Treasures
Pladis,Turtles
Pladis,Twiglets
Pladis,United
Pladis,United Biscuits
Pladis,Verkade
Pladis,Water Biscuits
Pladis,Wing Dings
Pladis,Yildiz
Plastic Beg,塑料袋/Plastic Beg
PMFTC,Boss
PMFTC,Fortune
PMFTC,Jackpot
PMFTC,Marlboro
Pocari,宝矿力/Pocari
Pocariswfat,Pocariswfat
Poker Box,扑克牌盒/Poker Box
Pot Sauce,锅巴酱/Pot Sauce
Potato Cookies,马铃薯饼干/Potato Cookies
Power Oil NV,Power Oil
Power Oil NV,Nigerian Heart Foundation
Pri Foods,Milk choco bar
Pri Foods,Supercrunch
Pri Foods,Tagay
Pri-food Corp,Supercrunch
Pri-food Corp,Yipyap
Pri-food Corp,Super Crunch
Prifood Corporation,Red Chili
Prifood Corporation,Sisig
Prifood Corporation,Super Crunch
Prifood Corporation,Yipyap
Prifood Corporation,Yappee
Prifood Corporation,Super Delights Brownie Bites
Prime Snack,Smakee
P&G,Total Clean
Protein2O,Protein2O Beyond Water
PT Gudang Garam Tbk.,Gudang Garam
Indofood,Bim
Indofood,Cafela Latte
Indofood,Chiki
Indofood,Chitato
Indofood,Club
Indofood,Dueto
Indofood,Fruitamin
Indofood,Ichi Ocha
Indofood,Indocafe
Indofood,Indofood
Indofood,Indomie
Indofood,Indomilk
Indofood,Indomilk-Bim
Indofood,indomte
Indofood,Jetz
Indofood,Maggi goreng
Indofood,Pop Mie
Indofood,Promina
Indofood,Qtela
Indofood,Sarimi
Indofood,Sarimie
Indofood,Sun
Indofood,Supermi
Indofood,Tekita
Indofood,Trenz
PT Lion Wings,Zinc
PT Lion Wings,Mama Lime
PT Mayora Indah Tbk,Astor
PT Mayora Indah Tbk,Beng-Beng
PT Mayora Indah Tbk,Beng-Beng Max
PT Mayora Indah Tbk,Choki-Choki
PT Mayora Indah Tbk,Danisa
PT Mayora Indah Tbk,Energen
PT Mayora Indah Tbk,Gula
PT Mayora Indah Tbk,Kis
PT Mayora Indah Tbk,Kopi Ayam Merak
PT Mayora Indah Tbk,Kopiko
PT Mayora Indah Tbk,Kopiko 78 °C
PT Mayora Indah Tbk,Kopiko Black
PT Mayora Indah Tbk,Kopiko Blanca
PT Mayora Indah Tbk,Kopiko Brown Coffee
PT Mayora Indah Tbk,Kopiko Cappuccino
PT Mayora Indah Tbk,Kopiko Double Cups
PT Mayora Indah Tbk,Kopiko IcedBlack
PT Mayora Indah Tbk,Kopiko IcedBlanca
PT Mayora Indah Tbk,Kopiko IcedBrown
PT Mayora Indah Tbk,Kopiko L.A
PT Mayora Indah Tbk,Kopiko White Mocca
PT Mayora Indah Tbk,Le Minerale
PT Mayora Indah Tbk,Malkist Chocolate
PT Mayora Indah Tbk,Mi Gelas
PT Mayora Indah Tbk,Plonk
PT Mayora Indah Tbk,Q Guava
PT Mayora Indah Tbk,Roma Better
PT Mayora Indah Tbk,Roma Biskuit
PT Mayora Indah Tbk,Roma Biskuit Kelapa
PT Mayora Indah Tbk,Roma Chess Kress
PT Mayora Indah Tbk,Roma Coffee Joy
PT Mayora Indah Tbk,Roma Cream Crackers
PT Mayora Indah Tbk,Roma Kelapa
PT Mayora Indah Tbk,Roma Malkist Abon
PT Mayora Indah Tbk,Roma Malkist Cokelat 
PT Mayora Indah Tbk,Roma Malkist Crackers
PT Mayora Indah Tbk,Roma Marie Susu
PT Mayora Indah Tbk,Roma Sari Gandum
PT Mayora Indah Tbk,Roma Sari Gandum Sandwich
PT Mayora Indah Tbk,Roma Slai Olai
PT Mayora Indah Tbk,Roma Superstar
PT Mayora Indah Tbk,Roma ZuperKeju
PT Mayora Indah Tbk,Tamarin & JuizyMilk
PT Mayora Indah Tbk,The Pucuk Harum
PT Mayora Indah Tbk,Tora Bika 3 in 1
PT Mayora Indah Tbk,Tora Bika Cappuccino
PT Mayora Indah Tbk,Tora Bika Duo Kopi
PT Mayora Indah Tbk,Tora Bika Jahe Susu
PT Mayora Indah Tbk,Tora Bika Oke Kopi
PT Mayora Indah Tbk,Tora Bika Susu Full Cream
PT Mayora Indah Tbk,Tora BikaMoka
PT Mayora Indah Tbk,Vitazone
PT Mayora Indah Tbk,Mayora
PT Mayora Indah Tbk,Beng-Bang 
PT Mayora Indah Tbk,Cal Cheese
PT Mayora Indah Tbk,Fres
PT Mayora Indah Tbk,Bengbeng
PT Mayora Indah Tbk,Malkist
PT Mayora Indah Tbk,Super screen
PT Surya Mas,Kerupuk Udang Mas
PT Tirta Fresindo jaya,Kopikap
PT Torabika Eka Semesta,Blanca
PT Torabika Eka Semesta,Kopiko Original
PT Torabika Eka Semesta,L.A Coffee
PT Torabika Eka Semesta,Kopiko
PT Torabika Eka Semesta,Kopiko Milk
PT Torabika Eka Semesta,Kopiko Candy
PT Torabika Eka Semesta,Energen Cereal
PT Torabika Eka Semesta,Energen
PT. Delion Citra Dinamika,Lion Brother (Perisa Moka)
PT. Mayora Indah Tbk,Kopiko Permen
Publix,Publix
Pure Snacks,Chocolate Roll
Pure Snacks,Kapitan Tuna
Pure Snacks,Mack3x
Pure Snacks,Moon Chips
Pure Snacks,Sarap Asim
Pure Snacks,Supersticks
Pure Snacks,Yarika
Pure Snacks Food House Corporation,Moon Chips
Pure Snacks Food House Corporation,Super Kids
"Pure Water, Inc.",Pure Water
Push Down & Turn,Push Down & Turn
Qi Fei,淇菲/Qi Fei
Qi Hui,其辉/Qi Hui
Qiacengdousha,千层豆沙/Qiacengdousha
Qian Fu,广西千福药业/Qian Fu
Qiancengshui,千层水/Qiancengshui
Qiaqiafood,洽洽/Qiaqiafood
Qin You,亲友食品/Qin You
Qing Feng,青峰塑料/Qing Feng
Qing Nao,207轻闹鸳鸯夹心饼干/Qing Nao
Qing Xinquan,清昕泉/Qing Xinquan
Qingmei Food,清美豆浆/Qingmei Food
Qingshi,青石/Qingshi
Qingzhen,清真/Qingzhen
Qinyiqinwei,亲伊亲唯/Qinyiqinwei
Qishuang Group,奇爽/Qishuang Group
Qiulin Gewasi,格瓦斯/Qiulin Gewasi
Quanyangquan,泉阳泉/Quanyangquan
Quanzhixiang,泉之乡/Quanzhixiang
Quick & Clean,Quick & Clean
Radar,雷达/Radar
Ramseier Suisse,Elmer
Rauch,Rauch
Rayyan Mineral Water Company,Rayaan Ice
RBC,Bravo
RBC,Buddy
RBC,Chubby
RBC,Coco
RBC,Combi
RBC,Crackers with Honey Butter
RBC,Cream-O
RBC,Funky
RBC,Hansel
RBC,Happy
RBC,HI-RO
RBC,Jungle Bites 
RBC,King Flakes
RBC,Lipps
RBC,Marie
RBC,Marie Time
RBC,Mr. Keso
RBC,Rebisco
RBC,Rebisco 
RBC,Judge
RBC Group,Bon Boisson
RBC Group,"Bon Boisson, Rbc Group"
Reckitt Benckiser,Aerogard
Reckitt Benckiser,Air Wick
Reckitt Benckiser,Airborne
Reckitt Benckiser,Amphyl
Reckitt Benckiser,Bonjela
Reckitt Benckiser,Brasso
Reckitt Benckiser,Calgon
Reckitt Benckiser,Calgonit
Reckitt Benckiser,Cepacol
Reckitt Benckiser,Cillit Bang
Reckitt Benckiser,Clearasil
Reckitt Benckiser,d-CON
Reckitt Benckiser,Dettol
Reckitt Benckiser,Durex
Reckitt Benckiser,E45 cream
Reckitt Benckiser,Enfamil
Reckitt Benckiser,Finish
Reckitt Benckiser,Gaviscon
Reckitt Benckiser,Glass Plus
Reckitt Benckiser,Harpic
Reckitt Benckiser,K-Y
Reckitt Benckiser,Lemsip
Reckitt Benckiser,Lizol
Reckitt Benckiser,Lysol
Reckitt Benckiser,Mortein
Reckitt Benckiser,Mr Sheen
Reckitt Benckiser,Mucinex
Reckitt Benckiser,Nurofen
Reckitt Benckiser,Nurofen for Children
Reckitt Benckiser,Sani Flush
Reckitt Benckiser,Scholl
Reckitt Benckiser,Strepsils
Reckitt Benckiser,Vanish
Reckitt Benckiser,Veet
Reckitt Benckiser,Woolite
Red Band,Red Band
Red Bull,Red Bull
Red Core,一颗红芯/Red Core
Redbull,红牛/Redbull
Reecen,力诚/Reecen
Regao,热高/Regao
Regent,Lapu-lapu Fish Cracker
Regent,Moshi-moshi
Regent,Floss Pork Bread
Regent,Cheese Rings
Rémy Cointreau,Passoa
Ren Chu You,人初油/Ren Chu You
Ren He,仁和/Ren He
Republic Biscuit Corporation,Bravo
Republic Biscuit Corporation,Buddy Crackers
Republic Biscuit Corporation,Combi Triple Choco
Republic Biscuit Corporation,Hansel
Republic Biscuit Corporation,Jungle Bites Milk
Republic Biscuit Corporation,Marie Choco Bold
Republic Biscuit Corporation,Marie Time
Republic Biscuit Corporation,Rebisco Butter
Republic Biscuit Corporation,Rebisco Choco
Republic Biscuit Corporation,Rebisco Crackers
Republic Biscuit Corporation,Rebisco Cream
Republic Biscuit Corporation,Rebisco P&B
Republic Biscuit Corporation,Rebisco Pastillas
Republic Biscuit Corporation,Rebisco Strawberry
Republic Biscuit Corporation,Wafer Time Double Choco
Republic Biscuit Corporation,Rebisco
Republic Biscuit Corporation,Rebisco Honey Butter
Republic Biscuit Corporation,Wafer Time
Republic Biscuit Corporation,Combi
Republic Biscuit Corporation,Extreme Biscuit
Republic Biscuit Corporation,Hansel Crackers
Republic Biscuit Corporation,Jungle Cooki Bites
Republic Biscuit Corporation,Whoopie
Republic Biscuit Corporation,Frootees
Republic Biscuit Corporation,Ace Crackers
Republic Biscuit Corporation,Hanzel
Republic Biscuit Corporation,Hi-Ho
Republic Biscuit Corporation,Fita
Republic Biscuit Corporation,Chubby
Republic Biscuit Corporation,I cool
Republic Biscuit Corporation,Judge
Republic Biscuit Corporation,Cups Keyk
Republic Biscuit Corporation,Republic Biscuit Corp.
Republic Biscuit Corporation,Hansel Chocolate Sandwich
Republic Biscuit Corporation,Republic Biscuit Corp
Republic Biscuit Corporation,Krim Stix
Restaurant Brands International,Burger King
Restaurant Brands International,Burgerking
Restaurant Brands International,Burger King (Sauce Container)
"Reynolds American, Inc.",Barclay
"Reynolds American, Inc.",Belair
"Reynolds American, Inc.",Camel
"Reynolds American, Inc.",Capri
"Reynolds American, Inc.",Carlton
"Reynolds American, Inc.",Doral
"Reynolds American, Inc.",Eclipse
"Reynolds American, Inc.",GPC
"Reynolds American, Inc.",Grizzly
"Reynolds American, Inc.",Kent
"Reynolds American, Inc.",Kodiak
"Reynolds American, Inc.",Lucky Strike
"Reynolds American, Inc.",Misty
"Reynolds American, Inc.",Monarch
"Reynolds American, Inc.",More
"Reynolds American, Inc.",Natural American Spirit
"Reynolds American, Inc.",Newport
"Reynolds American, Inc.",Now
"Reynolds American, Inc.",Original Blue
"Reynolds American, Inc.",Pall Mall
"Reynolds American, Inc.",Tareyton
"Reynolds American, Inc.",Vantage
"Reynolds American, Inc.",Viceroy
Reynolds Consumer Products,Alcan
Reynolds Consumer Products,Diamond
Reynolds Consumer Products,Hefty
Reynolds Consumer Products,Presto
Reynolds Consumer Products,Reynolds
RFM Corporation,Spagetti Royal
RFM Corporation,Selecta Watermelon
RFM Corporation,Selecta
Ri Quan,益口日泉/Ri Quan
Ricoa,Flat tops
Rio,Rio
Rite Foods Limited,Bigi
Rite Foods Limited,Fearless
Rivella,Rivella
"River Valley Distribution, Inc.",Raw sugar
Roark Capital Group,Arby's
Roark Capital Group,Atkins
Robinsons Retail Holdings Inc,Robinson Supersaver
Rocchetta,Rocchetta
Roland,Roland
Rouliduo,肉粒多/Rouliduo
Royal Crown International,Royal Crown International
Rudolf Ölz,Ölz
Rudolf Wild & Co.,Capri Sun
Ruiheyuan,瑞和园/Ruiheyuan
Runtian,润田/Runtian
Rusi,Rusi
Ryohin Keikaku Ltd,Muji
S. C. Johnson,Kiwi
S.A. Damm,Estrella
Safari,Safari
Sagles,Sagles
Sahakari Jal,Sahakari Jal
Sai Yuan,赛园/Sai Yuan
Salzburg,Salzburg
Sam,山姆/Sam
San Benedetto,Acqua Alpe Guizza
San Benedetto,Acqua San Benedetto
San Benedetto,Gran Guizza 
San Benedetto,guizza
San Benedetto,San Benedeto
San Benedetto,San Benedetto
San Miguel Corporation,Super Coffee White
San Miguel Corporation,Magnolia
San Miguel Corporation,Pure water
San Miguel Corporation,San Mig Coffee
San Miguel Corporation,San Miguel (Bottle Cap)
San Miguel Corporation,Ginebra San Miguel Inc.
San Miguel Corporation,Red Horse (Bottle Cap)
San Niu,新上海苏打饼/San Niu
Sanford LP,Berol
Sanford LP,Dymo
Sanford LP,Elmer's
Sanford LP,Expo Markers
Sanford LP,Krazy Glue
Sanford LP,Mr. Sketch
Sanford LP,Paper Mate
Sanford LP,Parker Pens
Sanford LP,Prismacolor
Sanford LP,Rotring
Sanford LP,Sharpie
Sanford LP,Uniball
Sanford LP,Waterman
Sanford LP,X-Acto
Sanhuifoods,三辉麦风/Sanhuifoods
Sanquan Food,三全/Sanquan Food
Sapanan General Food Co.,Mogu-mogu
Sau Tao Food,Sau Tao Food
Savemore,Savemore
Sazerac,Fireball
SC Johnson,Armstrong
SC Johnson,Drano
SC Johnson,Fantastik
SC Johnson,Future
SC Johnson,Glade
SC Johnson,Kiwi
SC Johnson,OFF
SC Johnson,Oust
SC Johnson,Pledge
SC Johnson,Raid
SC Johnson,Saran
SC Johnson,Scrubbing Bubbles
SC Johnson,SHOUT
SC Johnson,Tana
SC Johnson,Toilet Duck
SC Johnson,Windex
SC Johnson,Ziploc
Sea Oil,Sea Oil
Sedrin,雪津/Sedrin
Septwolves Cigarette,七匹狼/Septwolves Cigarette
Septwolves Cigarette,七匹狼香烟/Septwolves Cigarette
Sf-Express,顺丰/Sf-Express
Shan Shi,膳食/Shan Shi
Shanghai Cigarette,上海香烟/Shanghai Cigarette
Shaoxingwine,绍兴黄酒/Shaoxingwine
Shaoxingwine,古岳龙山/Shaoxingwine
Shen Dacheng,沈大成/Shen Dacheng
Shen Hui,冬瓜汁饮料/Shen Hui
Sheng Mu,圣牧/Sheng Mu
Shengte,广西圣特药业/Shengte
Shengya,圣亚湿巾/Shengya
Shenzhen Ganten Food & Beverage Co.,Ganten
Shgodly,功德林/Shgodly
Shi Zai Niu,Shi Zai Niu
Shijiuguai,十九怪/Shijiuguai
Shisheng,食圣/Shisheng
Shp,龙虎人丹/Shp
Shri Disnau Shakti Dham Foods,Choco Flakes
Shtaishang,台尚/Shtaishang
Shuang Long Chu Hai,板蓝根/Shuang Long Chu Hai
Shuang Zui Zai,Shuang Zui Zai
Shuanghui,双汇/Shuanghui
Shun Ronh,顺荣/Shun Ronh
Si Hai,四海精酿/Si Hai
Sitir,四特/Sitir
Skittler,Skittler
Snack Food Association,Pritos ring
Snackline,OK Fruit Chewy
Snackline,Fruit Kiss
Snackwell,Chicharon Baka
Snackwell Food Corp,Chiacharon Baka
Snickers,士力架/Snickers
Snowbeer,雪花/Snowbeer
Snowbeer,雪花啤酒瓶盖/Snowbeer
Snowbeer,雪花啤酒/Snowbeer
Société Bic,Bic
Société Camerounaise de Fermentations,FERMENCAM
Solo Cup Co.,Solo
Soumilk,豆本豆/Soumilk
Spangler Candy Company,Dum Dums
SPI,Chubby
SPI,Mr. Buko
SPI,Mr. Keso
SPI,Mr. Yema
SPI,Starr
SPI Corporation,Chubby
SPI Corporation,Mr. Keso
SPI Corporation,Mr. Mais
SPI Corporation,Mr. Yema
SPI Corporation,Starr
Splash,Hygienix
Splash Corporation,Hygienix
Splash Manufacturing Corporation,Extraderm
Spring Water,Spring Water
SS Food Products,SS Food products
Star Holdings International,Starlight
Star Pop,Star Pop
Starbucks,Starbucks
Starbucks,Tazo
Starbucks,Teavana
Starbucks,星巴克/Starbucks
State Express 555,555香烟/State Express 555
State Express 555,555香烟盒/State Express 555
State Line Snack Food Corporation,Loaded
Stateline Snack Food Corporation,Gotcha
Steven Joe,Steven Joe Plastic
Steviasun Corporation,Тов «Steviasun Corporation»
Stimorol,Stimorol
Storck,Nimm2
Storck,Storck
Strongfood,喜之郎/Strongfood
Strongfood,美好时光/Strongfood
Su Cigarette,苏烟/Su Cigarette
Subway,Subway
Sucere Corporation,Banana Split
Suiyi,随意/Suiyi
SumOl + COmpal,SumOl + COmpal
Sun Shi,孙食/Sun Shi
Suncrest,Chokalog
Suncrest,Choco Tops
Suncrest,Cupkeyk
Suncrest,Fudgee Barr
Suncrest,Funky
Suncrest,Goofers
Suncrest,Mini keyk
Suncrest,Topps
Suncrest FI,Funky
Suncrest Food Inc.,Fudgee Bar
Suncrest Food Inc.,Potato Plus
Suncrest Food Inc.,Powee Donut
Suncrest Foods Inc.,Dowee Donut
Suncrest Foods Inc.,Fudgee Bar
