Material,Item,Organization
PLASTIC,Micro-foam up to 5mm,Rozalia Project Long List
PLASTIC,Small plastic 5-30mm,Rozalia Project Long List
PLASTIC,Small foam 5-30mm,Rozalia Project Long List
PLASTIC,Large plastic larger than 30mm,Rozalia Project Long List
PLASTIC,Large foam larger than 30mm,Rozalia Project Long List
METAL,Metal pieces,Rozalia Project Long List
RUBBER,Tires,Rozalia Project Long List
CLOTH,Fabric pieces,Rozalia Project Long List
GLASS,Glass pieces,Rozalia Project Long List
PLASTIC,Microplastic: resin pellets,Rozalia Project Long List
PLASTIC,Microplastic: exfoliant beads,Rozalia Project Long List
OTHER ITEMS,Other,Rozalia Project Long List
OTHER ITEMS,Test item,Rozalia Project Long List
CLEANUP SITE DATA,Type of cleanup,Rozalia Project Long List
CLEANUP SITE DATA,Location cleaned,Rozalia Project Long List
CLEANUP SITE DATA,Type of shoreline,Rozalia Project Long List
CLEANUP SITE DATA,Distance cleaned,Rozalia Project Long List
CLEANUP SITE DATA,Weather,Rozalia Project Long List
CLEANUP SITE DATA,Start time,Rozalia Project Long List
CLEANUP SITE DATA,End time,Rozalia Project Long List
CLEANUP SITE DATA,Recent weather or human events,Rozalia Project Long List
CLEANUP SITE DATA,Most unusual item,Rozalia Project Long List
CLEANUP SITE DATA,Your name,Rozalia Project Long List
RUBBER,Rubber pieces,Rozalia Project Long List
PLASTIC,Plastic bags,Rozalia Project Short List
PAPER & LUMBER,Paper bags,Rozalia Project Short List
GLASS,Glass bottles,Rozalia Project Short List
METAL,Cans,Rozalia Project Short List
PLASTIC,Plastic drink bottles,Rozalia Project Short List
PLASTIC,Straws/stirrers,Rozalia Project Short List
PLASTIC,Utensils,Rozalia Project Short List
PLASTIC,Food wrappers,Rozalia Project Short List
PLASTIC,Plastic cups/plastes/containers,Rozalia Project Short List
PLASTIC,Foam cups/plates/containers,Rozalia Project Short List
PLASTIC,Plastic bottle caps,Rozalia Project Short List
PLASTIC,"Plastic lids (coffee, jars +)",Rozalia Project Short List
PAPER & LUMBER,Paper cups/plates/containers,Rozalia Project Short List
METAL,Metal caps/lids,Rozalia Project Short List
PLASTIC,Cigarettes/cigar tips,Rozalia Project Short List
PAPER & LUMBER,Paper/napkins/tissues,Rozalia Project Short List
PLASTIC,Shotgun shells/wadding,Rozalia Project Short List
CLOTH,Clothing/towels/gloves/shoes,Rozalia Project Short List
PLASTIC,Personal hygiene,Rozalia Project Short List
PLASTIC,Toys,Rozalia Project Short List
PLASTIC,Balloons,Rozalia Project Short List
FISHING GEAR,Bait containers/crates/lures,Rozalia Project Short List
FISHING GEAR,Fishing nets,Rozalia Project Short List
FISHING GEAR,Derelict traps/trap pieces,Rozalia Project Short List
FISHING GEAR,Monofilament/fishing line,Rozalia Project Short List
FISHING GEAR,Buoys/floats,Rozalia Project Short List
FISHING GEAR,Rope,Rozalia Project Short List
PAPER & LUMBER,Shipping/packaging,Rozalia Project Short List
OTHER ITEMS,Home and garden items,Rozalia Project Short List
PLASTIC,Bleach/cleaner/oil bottles,Rozalia Project Short List
PLASTIC,Shipping/packaging,Rozalia Project Short List
OTHER ITEMS,Car/boat parts,Rozalia Project Short List
PLASTIC,Plastic sheeting/tape,Rozalia Project Short List
PLASTIC,"Office supplies, pens, etc.",Rozalia Project Short List
PLASTIC,Strapping bands/zip-ties,Rozalia Project Short List
PLASTIC,Wipes/oil sorbs,Rozalia Project Short List
PLASTIC,Plastic pieces,Rozalia Project Short List
PLASTIC,Foam pieces,Rozalia Project Short List
METAL,Metal pieces,Rozalia Project Short List
RUBBER,Rubber pieces,Rozalia Project Short List
CLOTH,Fabric pieces,Rozalia Project Short List
GLASS,Glass pieces,Rozalia Project Short List
OTHER ITEMS,Other,Rozalia Project Short List
OTHER ITEMS,Test item,Rozalia Project Short List
CLEANUP SITE DATA,Type of cleanup,Rozalia Project Short List
CLEANUP SITE DATA,Name of location cleaned,Rozalia Project Short List
CLEANUP SITE DATA,Type of shoreline,Rozalia Project Short List
CLEANUP SITE DATA,Distance cleaned,Rozalia Project Short List
CLEANUP SITE DATA,Weather,Rozalia Project Short List
CLEANUP SITE DATA,Start time,Rozalia Project Short List
CLEANUP SITE DATA,End time,Rozalia Project Short List
CLEANUP SITE DATA,State of the tide,Rozalia Project Short List
CLEANUP SITE DATA,Recent weather or human events,Rozalia Project Short List
CLEANUP SITE DATA,Most unusual item,Rozalia Project Short List
CLEANUP SITE DATA,Your name,Rozalia Project Short List
CLEANUP SITE DATA,Other notes,Rozalia Project Short List
METAL,Aerosol cans,Sarasota Dolphin Research Program Debris Team
METAL,Aluminum or tin cans,Sarasota Dolphin Research Program Debris Team
PAPER & LUMBER,Paper Bags,Sarasota Dolphin Research Program Debris Team
PLASTIC,Plastic Bags,Sarasota Dolphin Research Program Debris Team
PLASTIC,Balloons and/or string,Sarasota Dolphin Research Program Debris Team
PLASTIC,Plastic Bottle,Sarasota Dolphin Research Program Debris Team
GLASS,Glass Bottle,Sarasota Dolphin Research Program Debris Team
PLASTIC,Plastic Bottle or Container Caps,Sarasota Dolphin Research Program Debris Team
METAL,Metal Bottle Caps,Sarasota Dolphin Research Program Debris Team
PAPER & LUMBER,Lumber/Building Materials,Sarasota Dolphin Research Program Debris Team
FISHING GEAR,Buoys and floats,Sarasota Dolphin Research Program Debris Team
PLASTIC,Cigarette lighters/tobacco packaging,Sarasota Dolphin Research Program Debris Team
PLASTIC,Cigarette or tobacco packaging,Sarasota Dolphin Research Program Debris Team
PLASTIC,Cigarettes,Sarasota Dolphin Research Program Debris Team
CLOTH,Clothing and Shoes,Sarasota Dolphin Research Program Debris Team
PLASTIC,Foam or Plastic Cups,Sarasota Dolphin Research Program Debris Team
PAPER & LUMBER,Paper Cups,Sarasota Dolphin Research Program Debris Team
CLOTH,Fabric pieces,Sarasota Dolphin Research Program Debris Team
FISHING GEAR,Fishing lures and lines,Sarasota Dolphin Research Program Debris Team
RUBBER,Flip-flops,Sarasota Dolphin Research Program Debris Team
PAPER & LUMBER,Food wrappers (paper),Sarasota Dolphin Research Program Debris Team
PLASTIC,Plastic Food Wrappers,Sarasota Dolphin Research Program Debris Team
PLASTIC,Rubber Gloves,Sarasota Dolphin Research Program Debris Team
CLOTH,Gloves (non-rubber),Sarasota Dolphin Research Program Debris Team
GLASS,Glass Jars,Sarasota Dolphin Research Program Debris Team
PLASTIC,Other Plastic Jugs or Containers,Sarasota Dolphin Research Program Debris Team
PAPER & LUMBER,Paper and Cardboard,Sarasota Dolphin Research Program Debris Team
PLASTIC,Personal care products,Sarasota Dolphin Research Program Debris Team
PLASTIC,Plastic or Foam Fragments,Sarasota Dolphin Research Program Debris Team
FISHING GEAR,Plastic rope / Small Net Pieces,Sarasota Dolphin Research Program Debris Team
FISHING GEAR,Rope or Net Pieces (non-nylon),Sarasota Dolphin Research Program Debris Team
PLASTIC,Plastic Utensils,Sarasota Dolphin Research Program Debris Team
PLASTIC,Six-pack rings,Sarasota Dolphin Research Program Debris Team
PLASTIC,Straws,Sarasota Dolphin Research Program Debris Team
PLASTIC,Styrofoam packaging,Sarasota Dolphin Research Program Debris Team
RUBBER,Tires,Sarasota Dolphin Research Program Debris Team
CLOTH,Towels or rags,Sarasota Dolphin Research Program Debris Team
PLASTIC,Toys (plastic),Sarasota Dolphin Research Program Debris Team
OTHER ITEMS,Other,Sarasota Dolphin Research Program Debris Team
METAL,Batteries (acidic and alkaline),Sarasota Dolphin Research Program Debris Team
PLASTIC,Chemicals and chemical containers,Sarasota Dolphin Research Program Debris Team
FISHING GEAR,Crab/Lobster/Fish trap parts,Sarasota Dolphin Research Program Debris Team
PLASTIC,Fireworks,Sarasota Dolphin Research Program Debris Team
FISHING GEAR,Fishing nets,Sarasota Dolphin Research Program Debris Team
PLASTIC,Non-food related plastic packaging,Sarasota Dolphin Research Program Debris Team
PAPER & LUMBER,Pallets,Sarasota Dolphin Research Program Debris Team
OTHER ITEMS,Test Item,Sarasota Dolphin Research Program Debris Team
METAL,Aerosol cans,Sea Education Association
METAL,Aluminum or tin cans,Sea Education Association
PAPER & LUMBER,Paper Bags,Sea Education Association
PLASTIC,Plastic Bags,Sea Education Association
PLASTIC,Balloons and/or string,Sea Education Association
PLASTIC,Plastic Bottle,Sea Education Association
GLASS,Glass Bottle,Sea Education Association
PLASTIC,Plastic Bottle or Container Caps,Sea Education Association
METAL,Metal Bottle Caps,Sea Education Association
PAPER & LUMBER,Lumber/Building Materials,Sea Education Association
FISHING GEAR,Buoys and floats,Sea Education Association
PLASTIC,Cigarette lighters/tobacco packaging,Sea Education Association
PLASTIC,Cigarette or tobacco packaging,Sea Education Association
PLASTIC,Cigarettes,Sea Education Association
CLOTH,Clothing and Shoes,Sea Education Association
PLASTIC,Foam or Plastic Cups,Sea Education Association
PAPER & LUMBER,Paper Cups,Sea Education Association
CLOTH,Fabric pieces,Sea Education Association
FISHING GEAR,Fishing lures and lines,Sea Education Association
RUBBER,Flip-flops,Sea Education Association
PAPER & LUMBER,Food wrappers (paper),Sea Education Association
PLASTIC,Plastic Food Wrappers,Sea Education Association
PLASTIC,Rubber Gloves,Sea Education Association
CLOTH,Gloves (non-rubber),Sea Education Association
GLASS,Glass Jars,Sea Education Association
PLASTIC,Other Plastic Jugs or Containers,Sea Education Association
PAPER & LUMBER,Paper and Cardboard,Sea Education Association
PLASTIC,Personal care products,Sea Education Association
PLASTIC,Plastic or Foam Fragments,Sea Education Association
FISHING GEAR,Plastic rope / Small Net Pieces,Sea Education Association
FISHING GEAR,Rope or Net Pieces (non-nylon),Sea Education Association
PLASTIC,Plastic Utensils,Sea Education Association
PLASTIC,Six-pack rings,Sea Education Association
PLASTIC,Straws,Sea Education Association
PLASTIC,Styrofoam packaging,Sea Education Association
RUBBER,Tires,Sea Education Association
CLOTH,Towels or rags,Sea Education Association
PLASTIC,Toys (plastic),Sea Education Association
OTHER ITEMS,Other,Sea Education Association
METAL,Batteries (acidic and alkaline),Sea Education Association
PLASTIC,Chemicals and chemical containers,Sea Education Association
FISHING GEAR,Crab/Lobster/Fish trap parts,Sea Education Association
PLASTIC,Fireworks,Sea Education Association
FISHING GEAR,Fishing nets,Sea Education Association
PLASTIC,Non-food related plastic packaging,Sea Education Association
PAPER & LUMBER,Pallets,Sea Education Association
OTHER ITEMS,Test Item,Sea Education Association
OTHER ITEMS,SeaBin ID,SeaBin Data Collection
OTHER ITEMS,Operator Name,SeaBin Data Collection
OTHER ITEMS,Hours in Operation,SeaBin Data Collection
OTHER ITEMS,Rain (Yes or No),SeaBin Data Collection
OTHER ITEMS,Wind (Yes or No),SeaBin Data Collection
OTHER ITEMS,Currents (Yes or No),SeaBin Data Collection
PLASTIC,Cigarette Butts,SeaBin Data Collection
PLASTIC,Plastic Pieces,SeaBin Data Collection
PLASTIC,Food Wrappers/Containers,SeaBin Data Collection
PLASTIC,Foam Pieces,SeaBin Data Collection
PLASTIC,Bottle Caps,SeaBin Data Collection
PLASTIC,Straws/Stirrers,SeaBin Data Collection
PLASTIC,Bottles,SeaBin Data Collection
PLASTIC,Bags,SeaBin Data Collection
METAL,Cans,SeaBin Data Collection
PLASTIC,Cutlery,SeaBin Data Collection
GENERAL,Bags,Shoreline and Recreational Activities
GENERAL,Balloons,Shoreline and Recreational Activities
GENERAL,Beverage Bottles (plastic) 2 liters or less,Shoreline and Recreational Activities
GENERAL,Beverage Bottles (glass),Shoreline and Recreational Activities
GENERAL,Beverage Cans,Shoreline and Recreational Activities
GENERAL,Caps Lids,Shoreline and Recreational Activities
GENERAL,Clothing shoes,Shoreline and Recreational Activities
GENERAL,Cups or Plates or Forks or Knives or Spoons,Shoreline and Recreational Activities
GENERAL,Food Wrappers or Containers,Shoreline and Recreational Activities
GENERAL,Pull Tabs,Shoreline and Recreational Activities
GENERAL,6-Pack Holders,Shoreline and Recreational Activities
GENERAL,Shotgun Shells or Wadding,Shoreline and Recreational Activities
GENERAL,Straws or Stirrers,Shoreline and Recreational Activities
GENERAL,Toys,Shoreline and Recreational Activities
RESTAURANT,Sit-Down Restaurant,Site Assesment
RESTAURANT,Take-Away/Food Stand,Site Assesment
RESTAURANT,Coffee/Tea Shop,Site Assesment
RESTAURANT,Other,Site Assesment
STORES,Grocery,Site Assesment
STORES,Convenience,Site Assesment
STORES,Non-Food Retail,Site Assesment
STORES,Other,Site Assesment
WASTE BINS,Trash,Site Assesment
WASTE BINS,Trash Overflowing,Site Assesment
WASTE BINS,General Recycling,Site Assesment
WASTE BINS,General Recycling Overflowing,Site Assesment
WASTE BINS,Plastic Recycling,Site Assesment
WASTE BINS,Plastic Recycling Overflowing,Site Assesment
WASTE BINS,Paper Recycling,Site Assesment
WASTE BINS,Paper Recycling Overflowing,Site Assesment
WASTE BINS,Metal/Can Recycling,Site Assesment
WASTE BINS,Metal/Can Recycling Overflowing,Site Assesment
WASTE BINS,Glass Recycling,Site Assesment
WASTE BINS,Glass Recycling Overflowing,Site Assesment
WASTE BINS,Compost,Site Assesment
WASTE BINS,Compost Overflowing,Site Assesment
WASTE BINS,Cigarette Waste,Site Assesment
WASTE BINS,Cigarette Waste Overflowing,Site Assesment
WASTE BINS,Other,Site Assesment
WASTE BINS,Other Overflowing,Site Assesment
INFORMAL SECTOR,Junk Shop,Site Assesment
INFORMAL SECTOR,Recyclables Sorting Space,Site Assesment
INFORMAL SECTOR,Informal Collection Space,Site Assesment
INFORMAL SECTOR,Informal Sorting Space,Site Assesment
INFORMAL SECTOR,Other,Site Assesment
GENERAL,Cigarettes or Cigarette Filters,Smoking Related Activities
GENERAL,Cigarette Lighters,Smoking Related Activities
GENERAL,Cigar Tips,Smoking Related Activities
GENERAL,Tobacco Packaging or Wrappers,Smoking Related Activities
METAL,Aerosol cans,Sustainable Seas Trust
METAL,Aluminum or tin cans,Sustainable Seas Trust
PAPER & LUMBER,Paper Bags,Sustainable Seas Trust
PLASTIC,Plastic Bags,Sustainable Seas Trust
PLASTIC,Balloons and/or string,Sustainable Seas Trust
PLASTIC,Plastic Bottle,Sustainable Seas Trust
GLASS,Glass Bottle,Sustainable Seas Trust
PLASTIC,Plastic Bottle or Container Caps,Sustainable Seas Trust
METAL,Metal Bottle Caps,Sustainable Seas Trust
PAPER & LUMBER,Lumber/Building Materials,Sustainable Seas Trust
FISHING GEAR,Buoys and floats,Sustainable Seas Trust
PLASTIC,Cigarette lighters/tobacco packaging,Sustainable Seas Trust
PLASTIC,Cigarette or tobacco packaging,Sustainable Seas Trust
PLASTIC,Cigarettes,Sustainable Seas Trust
CLOTH,Clothing and Shoes,Sustainable Seas Trust
PLASTIC,Foam or Plastic Cups,Sustainable Seas Trust
PAPER & LUMBER,Paper Cups,Sustainable Seas Trust
CLOTH,Fabric pieces,Sustainable Seas Trust
FISHING GEAR,Fishing lures and lines,Sustainable Seas Trust
RUBBER,Flip-flops,Sustainable Seas Trust
PAPER & LUMBER,Food wrappers (paper),Sustainable Seas Trust
PLASTIC,Plastic Food Wrappers,Sustainable Seas Trust
PLASTIC,Rubber Gloves,Sustainable Seas Trust
CLOTH,Gloves (non-rubber),Sustainable Seas Trust
GLASS,Glass Jars,Sustainable Seas Trust
PLASTIC,Other Plastic Jugs or Containers,Sustainable Seas Trust
PAPER & LUMBER,Paper and Cardboard,Sustainable Seas Trust
PLASTIC,Personal care products,Sustainable Seas Trust
PLASTIC,Plastic or Foam Fragments,Sustainable Seas Trust
FISHING GEAR,Plastic rope / Small Net Pieces,Sustainable Seas Trust
FISHING GEAR,Rope or Net Pieces (non-nylon),Sustainable Seas Trust
PLASTIC,Plastic Utensils,Sustainable Seas Trust
PLASTIC,Six-pack rings,Sustainable Seas Trust
PLASTIC,Straws,Sustainable Seas Trust
PLASTIC,Styrofoam packaging,Sustainable Seas Trust
RUBBER,Tires,Sustainable Seas Trust
CLOTH,Towels or rags,Sustainable Seas Trust
PLASTIC,Toys (plastic),Sustainable Seas Trust
OTHER ITEMS,Other,Sustainable Seas Trust
METAL,Batteries (acidic and alkaline),Sustainable Seas Trust
PLASTIC,Chemicals and chemical containers,Sustainable Seas Trust
FISHING GEAR,Crab/Lobster/Fish trap parts,Sustainable Seas Trust
PLASTIC,Fireworks,Sustainable Seas Trust
FISHING GEAR,Fishing nets,Sustainable Seas Trust
PLASTIC,Non-food related plastic packaging,Sustainable Seas Trust
PAPER & LUMBER,Pallets,Sustainable Seas Trust
OTHER ITEMS,Test Item,Sustainable Seas Trust
PLASTIC,Balloons - Mylar,Te Tai Tokerau Debris Monitoring Project
PLASTIC,"Baskets, crates & trays",Te Tai Tokerau Debris Monitoring Project
PLASTIC,Bottle caps & lids,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Bottle neck rings,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Bottles < 2 L,Te Tai Tokerau Debris Monitoring Project
PLASTIC,"Bottles, etc. > 2 L",Te Tai Tokerau Debris Monitoring Project
PLASTIC,Cable ties & zip ties,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Cigarette butts,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Cigarette lighters,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Drink package rings,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Fibreglass fragments,Te Tai Tokerau Debris Monitoring Project
PLASTIC,"Fishing gear (floats, lures, traps, pots)",Te Tai Tokerau Debris Monitoring Project
PLASTIC,Fishing line,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Fishing net,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Food containers,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Fragments of hard plastic ,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Fragments of soft plastic,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Gardening & farming related,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Gloves (non-rubber),Te Tai Tokerau Debris Monitoring Project
PLASTIC,Lollipop sticks & cotton buds,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Medical waste (except syringes),Te Tai Tokerau Debris Monitoring Project
PLASTIC,Mesh bags,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Plastic bags,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Plastic buoys & floats,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Plastic film,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Plastic food wrappers,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Plastic sheeting,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Plastic utensils ,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Plastic vehicle parts,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Personal hygiene,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Pegs and clips,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Pens,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Resin pellets,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Rope,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Safety related,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Shotgun wadding & shells,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Strapping bands,Te Tai Tokerau Debris Monitoring Project
PLASTIC,Syringes (Caution if picking up!),Te Tai Tokerau Debris Monitoring Project
PLASTIC,Other (please specify or take a photo),Te Tai Tokerau Debris Monitoring Project
FOAMED PLASTIC,Ear plugs,Te Tai Tokerau Debris Monitoring Project
FOAMED PLASTIC,Foam bottle seals & tabs,Te Tai Tokerau Debris Monitoring Project
FOAMED PLASTIC,Foam buoys,Te Tai Tokerau Debris Monitoring Project
FOAMED PLASTIC,Foam sponge,Te Tai Tokerau Debris Monitoring Project
FOAMED PLASTIC,Foamed plastic fragments,Te Tai Tokerau Debris Monitoring Project
FOAMED PLASTIC,Polystyrene cups or food packs,Te Tai Tokerau Debris Monitoring Project
FOAMED PLASTIC,Polystyrene insulation or packaging,Te Tai Tokerau Debris Monitoring Project
FOAMED PLASTIC,Other (please specify or take a photo),Te Tai Tokerau Debris Monitoring Project
CLOTH,Backpacks & bags,Te Tai Tokerau Debris Monitoring Project
CLOTH,"Canvas, sailcloth & sacking ",Te Tai Tokerau Debris Monitoring Project
CLOTH,Carpet & furnishing,Te Tai Tokerau Debris Monitoring Project
CLOTH,"Clothing, hats, gloves & towels",Te Tai Tokerau Debris Monitoring Project
CLOTH,Fabric pieces,Te Tai Tokerau Debris Monitoring Project
CLOTH,Footwear & shoes,Te Tai Tokerau Debris Monitoring Project
CLOTH,Gloves (non-rubber),Te Tai Tokerau Debris Monitoring Project
CLOTH,"Rope, line or string (natural)",Te Tai Tokerau Debris Monitoring Project
CLOTH,Towels/rags,Te Tai Tokerau Debris Monitoring Project
CLOTH,Other (please specify or take a photo),Te Tai Tokerau Debris Monitoring Project
GLASS & CERAMIC,Bottles & jars,Te Tai Tokerau Debris Monitoring Project
GLASS & CERAMIC,"Construction material (brick, pipes, etc)",Te Tai Tokerau Debris Monitoring Project
GLASS & CERAMIC,Fluorescent light tubes,Te Tai Tokerau Debris Monitoring Project
GLASS & CERAMIC,Glass buoys,Te Tai Tokerau Debris Monitoring Project
GLASS & CERAMIC,Glass or ceramic fragments,Te Tai Tokerau Debris Monitoring Project
GLASS & CERAMIC,Jars,Te Tai Tokerau Debris Monitoring Project
GLASS & CERAMIC,Light globes/bulbs,Te Tai Tokerau Debris Monitoring Project
GLASS & CERAMIC,Tableware,Te Tai Tokerau Debris Monitoring Project
GLASS & CERAMIC,Other (please specify or take a photo),Te Tai Tokerau Debris Monitoring Project
METAL,Aerosol cans,Te Tai Tokerau Debris Monitoring Project
METAL,Other cans (< 4 L),Te Tai Tokerau Debris Monitoring Project
METAL,Aluminum/tin drink cans,Te Tai Tokerau Debris Monitoring Project
METAL,"Bottle caps, lids & pull tabs",Te Tai Tokerau Debris Monitoring Project
METAL,"Fishing related (sinkers, lures, hooks, etc.)",Te Tai Tokerau Debris Monitoring Project
METAL,Foil wrappers ,Te Tai Tokerau Debris Monitoring Project
METAL,"Gas bottles, drums & buckets (> 4 L)",Te Tai Tokerau Debris Monitoring Project
METAL,Metal vehicle parts,Te Tai Tokerau Debris Monitoring Project
METAL,Metal fragments (unidentified),Te Tai Tokerau Debris Monitoring Project
METAL,"Sharp needles, lancets, metal catheters",Te Tai Tokerau Debris Monitoring Project
METAL,Tableware,Te Tai Tokerau Debris Monitoring Project
METAL,"Wire, wire mesh & barbed wire",Te Tai Tokerau Debris Monitoring Project
METAL,Other (please specify or take photo),Te Tai Tokerau Debris Monitoring Project
PAPER/CARDBOARD,Cardboard boxes & fragments,Te Tai Tokerau Debris Monitoring Project
PAPER/CARDBOARD,"Cups, food trays & wrappers ",Te Tai Tokerau Debris Monitoring Project
PAPER/CARDBOARD,Fireworks,Te Tai Tokerau Debris Monitoring Project
PAPER/CARDBOARD,Paper,Te Tai Tokerau Debris Monitoring Project
PAPER/CARDBOARD,Paper bags,Te Tai Tokerau Debris Monitoring Project
PAPER/CARDBOARD,Other (please specify or take photo),Te Tai Tokerau Debris Monitoring Project
RUBBER,"Balloon, tennis ball, football, dog toy",Te Tai Tokerau Debris Monitoring Project
RUBBER,Balloons - Latex,Te Tai Tokerau Debris Monitoring Project
RUBBER,Condoms (Caution if picking up!),Te Tai Tokerau Debris Monitoring Project
RUBBER,Gloves,Te Tai Tokerau Debris Monitoring Project
RUBBER,Inner-tubes and rubber sheet,Te Tai Tokerau Debris Monitoring Project
RUBBER,Rubber bands,Te Tai Tokerau Debris Monitoring Project
RUBBER,Rubber footwear (sandals only),Te Tai Tokerau Debris Monitoring Project
RUBBER,Rubber fragments,Te Tai Tokerau Debris Monitoring Project
RUBBER,Other (please specify or take photo),Te Tai Tokerau Debris Monitoring Project
WOOD,Corks,Te Tai Tokerau Debris Monitoring Project
WOOD,Fishing traps and pots,Te Tai Tokerau Debris Monitoring Project
WOOD,Lumber/building material,Te Tai Tokerau Debris Monitoring Project
WOOD,Matches (& fireworks),Te Tai Tokerau Debris Monitoring Project
WOOD,Processed timber & pallet crates,Te Tai Tokerau Debris Monitoring Project
WOOD,Wooden utensils,Te Tai Tokerau Debris Monitoring Project
WOOD,Other (please specify or take photo),Te Tai Tokerau Debris Monitoring Project
OTHER ITEMS,Appliances & electronics,Te Tai Tokerau Debris Monitoring Project
OTHER ITEMS,Batteries,Te Tai Tokerau Debris Monitoring Project
OTHER ITEMS,Boat parts,Te Tai Tokerau Debris Monitoring Project
OTHER ITEMS,Paraffin or wax,Te Tai Tokerau Debris Monitoring Project
OTHER ITEMS,Parking tickets & receipts,Te Tai Tokerau Debris Monitoring Project
OTHER ITEMS,Sanitary items,Te Tai Tokerau Debris Monitoring Project
OTHER ITEMS,Other (please specify or take photo),Te Tai Tokerau Debris Monitoring Project
PLASTIC,Straws,Te Tai Tokerau Debris Monitoring Project
PLASTIC,"Toys, balls, party poppers",Te Tai Tokerau Debris Monitoring Project
PLASTIC,Plastic Food Wrapper,The Ocean Race
PLASTIC,Plastic Bottle,The Ocean Race
PLASTIC,Plastic Cap or Container Lid,The Ocean Race
PLASTIC,Juicebox/Coated Paperboard,The Ocean Race
PLASTIC,Plastic Bag,The Ocean Race
PLASTIC,Plastic Packaging,The Ocean Race
PLASTIC,Plastic Food Container,The Ocean Race
PLASTIC,Takeaway Cup,The Ocean Race
PLASTIC,Plastic/Styrofoam Takeaway Container,The Ocean Race
PLASTIC,Plastic Takeaway Cutlery or Stirrer,The Ocean Race
PLASTIC,Plastic Straw,The Ocean Race
PLASTIC,Balloon and/or String,The Ocean Race
PLASTIC,Cigarette Lighter,The Ocean Race
PLASTIC,Cigarette Butt,The Ocean Race
PLASTIC,Toothbrush,The Ocean Race
PLASTIC,Personal Care Product or Tube,The Ocean Race
PLASTIC,Sanitary Product,The Ocean Race
PLASTIC,Wet Wipe,The Ocean Race
PLASTIC,Cotton Bud,The Ocean Race
PLASTIC,Rubber Band,The Ocean Race
PLASTIC,Golf Ball ,The Ocean Race
PLASTIC,Football,The Ocean Race
PLASTIC,Plastic Toy,The Ocean Race
PLASTIC,Tyre or Tyre Pieces,The Ocean Race
PLASTIC,Plastic fragments,The Ocean Race
PLASTIC,Microplastics,The Ocean Race
PLASTIC,Plastic Nurdles,The Ocean Race
METAL,Beverage Can,The Ocean Race
METAL,Other Aluminum or Tin Can,The Ocean Race
METAL,Metal Bottle Cap,The Ocean Race
METAL,Other Metal,The Ocean Race
GLASS,Glass Beverage Bottle,The Ocean Race
GLASS,Glass Jar,The Ocean Race
GLASS,Glass Fragments,The Ocean Race
CLOTH,Clothing,The Ocean Race
CLOTH,Fabric Pieces,The Ocean Race
CLOTH,Towel,The Ocean Race
PAPER,Paper,The Ocean Race
PAPER,Cardboard,The Ocean Race
PAPER,Paper Receipt,The Ocean Race
PAPER,Plastic-Coated Receipt,The Ocean Race
FISHING GEAR,Buoy or Float ,The Ocean Race
FISHING GEAR,Plastic Rope,The Ocean Race
FISHING GEAR,Fishing Lure,The Ocean Race
FISHING GEAR,Fishing Line,The Ocean Race
FISHING GEAR,Net,The Ocean Race
FISHING GEAR,Net Pieces,The Ocean Race
FISHING GEAR,Other,The Ocean Race
METAL,Aerosol cans,USVI Marine Debris for NOAA
METAL,Aluminum or tin cans,USVI Marine Debris for NOAA
PAPER & LUMBER,Paper Bags,USVI Marine Debris for NOAA
PLASTIC,Plastic Bags,USVI Marine Debris for NOAA
PLASTIC,Balloons and/or string,USVI Marine Debris for NOAA
PLASTIC,Plastic Bottle,USVI Marine Debris for NOAA
GLASS,Glass Bottle,USVI Marine Debris for NOAA
PLASTIC,Plastic Bottle or Container Caps,USVI Marine Debris for NOAA
METAL,Metal Bottle Caps,USVI Marine Debris for NOAA
PAPER & LUMBER,Lumber/Building Materials,USVI Marine Debris for NOAA
