material,items,organization
,Six-pack rings,Sarasota Dolphin Research Program Debris Team
,Plastic Utensils,Sarasota Dolphin Research Program Debris Team
,Plastic or Foam Fragments,Sarasota Dolphin Research Program Debris Team
,Personal care products,Sarasota Dolphin Research Program Debris Team
,Rubber Gloves,Sarasota Dolphin Research Program Debris Team
,Plastic Food Wrappers,Sarasota Dolphin Research Program Debris Team
,Foam or Plastic Cups,Sarasota Dolphin Research Program Debris Team
,Cigarettes,Sarasota Dolphin Research Program Debris Team
,Cigarette lighters/tobacco packaging,Sarasota Dolphin Research Program Debris Team
,Cigarette or tobacco packaging,Sarasota Dolphin Research Program Debris Team
,Plastic Bottle or Container Caps,Sarasota Dolphin Research Program Debris Team
,Plastic Bottle,Sarasota Dolphin Research Program Debris Team
,Balloons and/or string,Sarasota Dolphin Research Program Debris Team
,Plastic Bags,Sarasota Dolphin Research Program Debris Team
,Other Plastic Jugs or Containers,Sea Education Association
,Non-food related plastic packaging,Sea Education Association
,Fishing nets,Sea Education Association
,Paper Cups,Sea Education Association
,Fireworks,Sea Education Association
,Styrofoam packaging,Sea Education Association
,Chemicals and chemical containers,Sea Education Association
,Toys (plastic),Sea Education Association
,Batteries (acidic and alkaline),Sea Education Association
,Crab/Lobster/Fish trap parts,Sea Education Association
,Test Item,Sea Education Association
,Other,Sea Education Association
,Rope or Net Pieces (non-nylon),Sea Education Association
,Plastic rope / Small Net Pieces,Sea Education Association
,Fishing lures and lines,Sea Education Association
,Buoys and floats,Sea Education Association
,Pallets,Sea Education Association
,Paper and Cardboard,Sea Education Association
,Food wrappers (paper),Sea Education Association
,Lumber/Building Materials,Sea Education Association
,Paper Bags,Sea Education Association
,Towels or rags,Sea Education Association
,Gloves (non-rubber),Sea Education Association
,Fabric pieces,Sea Education Association
,Clothing and Shoes,Sea Education Association
,Tires,Sea Education Association
,Flip-flops,Sea Education Association
,Glass Jars,Sea Education Association
,Glass Bottle,Sea Education Association
,Metal Bottle Caps,Sea Education Association
,Aluminum or tin cans,Sea Education Association
,Aerosol cans,Sea Education Association
,Straws,Sea Education Association
,Six-pack rings,Sea Education Association
,Plastic Utensils,Sea Education Association
,Plastic or Foam Fragments,Sea Education Association
,Personal care products,Sea Education Association
,Rubber Gloves,Sea Education Association
,Plastic Food Wrappers,Sea Education Association
,Foam or Plastic Cups,Sea Education Association
,Cigarettes,Sea Education Association
,Cigarette lighters/tobacco packaging,Sea Education Association
,Cigarette or tobacco packaging,Sea Education Association
,Plastic Bottle or Container Caps,Sea Education Association
,Plastic Bottle,Sea Education Association
,Balloons and/or string,Sea Education Association
,Plastic Bags,Sea Education Association
,Operator Name,SeaBin Data Collection
,Hours in Operation,SeaBin Data Collection
,Rain (Yes or No),SeaBin Data Collection
,Wind (Yes or No),SeaBin Data Collection
,Currents (Yes or No),SeaBin Data Collection
,SeaBin ID,SeaBin Data Collection
,Cans,SeaBin Data Collection
,Straws/Stirrers,SeaBin Data Collection
,Cutlery,SeaBin Data Collection
,Plastic Pieces,SeaBin Data Collection
,Foam Pieces,SeaBin Data Collection
,Food Wrappers/Containers,SeaBin Data Collection
,Cigarette Butts,SeaBin Data Collection
,Bottle Caps,SeaBin Data Collection
,Bottles,SeaBin Data Collection
,Bags,SeaBin Data Collection
,Shotgun Shells or Wadding,Shoreline and Recreational Activities
,Toys,Shoreline and Recreational Activities
,Clothing shoes,Shoreline and Recreational Activities
,Beverage Bottles (glass),Shoreline and Recreational Activities
,Pull Tabs,Shoreline and Recreational Activities
,Beverage Cans,Shoreline and Recreational Activities
,Straws or Stirrers,Shoreline and Recreational Activities
,6-Pack Holders,Shoreline and Recreational Activities
,Food Wrappers or Containers,Shoreline and Recreational Activities
,Cups or Plates or Forks or Knives or Spoons,Shoreline and Recreational Activities
,Caps Lids,Shoreline and Recreational Activities
,Beverage Bottles (plastic) 2 liters or less,Shoreline and Recreational Activities
,Balloons,Shoreline and Recreational Activities
,Bags,Shoreline and Recreational Activities
,Junk Shop,Site Assessment
,Recyclables Sorting Space,Site Assessment
,Informal Collection Space,Site Assessment
,Informal Sorting Space,Site Assessment
,Other,Site Assessment
,Grocery,Site Assessment
,Convenience,Site Assessment
,Non-Food Retail,Site Assessment
,Take-Away/Food Stand,Site Assessment
,Coffee/Tea Shop,Site Assessment
,Trash,Site Assessment
,Trash Overflowing,Site Assessment
,General Recycling,Site Assessment
,General Recycling Overflowing,Site Assessment
,Plastic Recycling,Site Assessment
,Plastic Recycling Overflowing,Site Assessment
,Paper Recycling,Site Assessment
,Paper Recycling Overflowing,Site Assessment
,Metal/Can Recycling,Site Assessment
,Metal/Can Recycling Overflowing,Site Assessment
,Glass Recycling,Site Assessment
,Glass Recycling Overflowing,Site Assessment
,Compost,Site Assessment
,Compost Overflowing,Site Assessment
,Cigarette Waste,Site Assessment
,Cigarette Waste Overflowing,Site Assessment
,Other,Site Assessment
,Other Overflowing,Site Assessment
,Other,Site Assessment
,Other,Site Assessment
,Sit-Down Restaurant,Site Assessment
,Cigarettes or Cigarette Filters,Smoking Related Activities
,Cigar Tips,Smoking Related Activities
,Cigarette Lighters,Smoking Related Activities
,Pêche amateur et chasse,Surfrider Foundation Europe - Wastes Quantificatio
,Déchets agricoles,Surfrider Foundation Europe - Wastes Quantificatio
,Rive droite ou gauche?,Surfrider Foundation Europe - Wastes Quantificatio
,Autres déchets,Surfrider Foundation Europe - Wastes Quantificatio
,Objets de la vie courante,Surfrider Foundation Europe - Wastes Quantificatio
,Déchets industriels et de construction,Surfrider Foundation Europe - Wastes Quantificatio
,Emballages de nourriture et de boissons,Surfrider Foundation Europe - Wastes Quantificatio
,Autres déchets +10,Surfrider Foundation Europe - Wastes Quantificatio
,Other Plastic Jugs or Containers,Sustainable Seas Trust
,Non-food related plastic packaging,Sustainable Seas Trust
,Fishing nets,Sustainable Seas Trust
,Paper Cups,Sustainable Seas Trust
,Fireworks,Sustainable Seas Trust
,Styrofoam packaging,Sustainable Seas Trust
,Chemicals and chemical containers,Sustainable Seas Trust
,Toys (plastic),Sustainable Seas Trust
,Batteries (acidic and alkaline),Sustainable Seas Trust
,Crab/Lobster/Fish trap parts,Sustainable Seas Trust
,Test Item,Sustainable Seas Trust
,Other,Sustainable Seas Trust
,Rope or Net Pieces (non-nylon),Sustainable Seas Trust
,Plastic rope / Small Net Pieces,Sustainable Seas Trust
,Fishing lures and lines,Sustainable Seas Trust
,Buoys and floats,Sustainable Seas Trust
,Pallets,Sustainable Seas Trust
,Paper and Cardboard,Sustainable Seas Trust
,Food wrappers (paper),Sustainable Seas Trust
,Lumber/Building Materials,Sustainable Seas Trust
,Paper Bags,Sustainable Seas Trust
,Towels or rags,Sustainable Seas Trust
,Gloves (non-rubber),Sustainable Seas Trust
,Fabric pieces,Sustainable Seas Trust
,Clothing and Shoes,Sustainable Seas Trust
,Tires,Sustainable Seas Trust
,Flip-flops,Sustainable Seas Trust
,Glass Jars,Sustainable Seas Trust
,Glass Bottle,Sustainable Seas Trust
,Metal Bottle Caps,Sustainable Seas Trust
,Aluminum or tin cans,Sustainable Seas Trust
,Aerosol cans,Sustainable Seas Trust
,Straws,Sustainable Seas Trust
,Six-pack rings,Sustainable Seas Trust
,Plastic Utensils,Sustainable Seas Trust
,Plastic or Foam Fragments,Sustainable Seas Trust
,Personal care products,Sustainable Seas Trust
,Rubber Gloves,Sustainable Seas Trust
,Plastic Food Wrappers,Sustainable Seas Trust
,Foam or Plastic Cups,Sustainable Seas Trust
,Cigarettes,Sustainable Seas Trust
,Cigarette lighters/tobacco packaging,Sustainable Seas Trust
,Cigarette or tobacco packaging,Sustainable Seas Trust
,Plastic Bottle or Container Caps,Sustainable Seas Trust
,Plastic Bottle,Sustainable Seas Trust
,Balloons and/or string,Sustainable Seas Trust
,Plastic Bags,Sustainable Seas Trust
,"Wire, wire mesh & barbed wire",Te Tai Tokerau Debris Monitoring Project
,Metal fragments (unidentified),Te Tai Tokerau Debris Monitoring Project
,Shotgun wadding & shells,Te Tai Tokerau Debris Monitoring Project
,Glass or ceramic fragments,Te Tai Tokerau Debris Monitoring Project
,Fluorescent light tubes,Te Tai Tokerau Debris Monitoring Project
,Light globes/bulbs,Te Tai Tokerau Debris Monitoring Project
,Carpet & furnishing,Te Tai Tokerau Debris Monitoring Project
,Pegs and clips,Te Tai Tokerau Debris Monitoring Project
,Pens,Te Tai Tokerau Debris Monitoring Project
,Fishing net,Te Tai Tokerau Debris Monitoring Project
,Matches (& fireworks),Te Tai Tokerau Debris Monitoring Project
,Fireworks,Te Tai Tokerau Debris Monitoring Project
,Gardening & farming related,Te Tai Tokerau Debris Monitoring Project
,Processed timber & pallet crates,Te Tai Tokerau Debris Monitoring Project
,"Baskets, crates & trays",Te Tai Tokerau Debris Monitoring Project
,Other (please specify or take photo),Te Tai Tokerau Debris Monitoring Project
,Appliances & electronics,Te Tai Tokerau Debris Monitoring Project
,Rubber bands,Te Tai Tokerau Debris Monitoring Project
,Plastic film,Te Tai Tokerau Debris Monitoring Project
,Inner-tubes and rubber sheet,Te Tai Tokerau Debris Monitoring Project
,Resin pellets,Te Tai Tokerau Debris Monitoring Project
,Rubber fragments,Te Tai Tokerau Debris Monitoring Project
,Polystyrene insulation or packaging,Te Tai Tokerau Debris Monitoring Project
,Cable ties & zip ties,Te Tai Tokerau Debris Monitoring Project
,Strapping bands,Te Tai Tokerau Debris Monitoring Project
,Plastic sheeting,Te Tai Tokerau Debris Monitoring Project
,Medical waste (except syringes),Te Tai Tokerau Debris Monitoring Project
,"Sharp needles, lancets, metal catheters",Te Tai Tokerau Debris Monitoring Project
,Syringes (Caution if picking up!),Te Tai Tokerau Debris Monitoring Project
,Condoms (Caution if picking up!),Te Tai Tokerau Debris Monitoring Project
,Backpacks & bags,Te Tai Tokerau Debris Monitoring Project
,"Gas bottles, drums & buckets (> 4 L)",Te Tai Tokerau Debris Monitoring Project
,Food containers,Te Tai Tokerau Debris Monitoring Project
,Foil wrappers,Te Tai Tokerau Debris Monitoring Project
,"Balloon, tennis ball, football, dog toy",Te Tai Tokerau Debris Monitoring Project
,"Toys, balls, party poppers",Te Tai Tokerau Debris Monitoring Project
,Batteries,Te Tai Tokerau Debris Monitoring Project
,Plastic vehicle parts,Te Tai Tokerau Debris Monitoring Project
,Metal vehicle parts,Te Tai Tokerau Debris Monitoring Project
,Boat parts,Te Tai Tokerau Debris Monitoring Project
,Fishing traps and pots,Te Tai Tokerau Debris Monitoring Project
,Other (please specify or take a photo),Te Tai Tokerau Debris Monitoring Project
,Other (please specify or take photo),Te Tai Tokerau Debris Monitoring Project
,Other (please specify or take photo),Te Tai Tokerau Debris Monitoring Project
,Other (please specify or take a photo),Te Tai Tokerau Debris Monitoring Project
,Other (please specify or take photo),Te Tai Tokerau Debris Monitoring Project
,Other (please specify or take a photo),Te Tai Tokerau Debris Monitoring Project
,Fibreglass fragments,Te Tai Tokerau Debris Monitoring Project
,Safety related,Te Tai Tokerau Debris Monitoring Project
,Other (please specify or take a photo),Te Tai Tokerau Debris Monitoring Project
,Paraffin or wax,Te Tai Tokerau Debris Monitoring Project
,Other (please specify or take photo),Te Tai Tokerau Debris Monitoring Project
,"Rope, line or string (natural)",Te Tai Tokerau Debris Monitoring Project
,Rope,Te Tai Tokerau Debris Monitoring Project
,Corks,Te Tai Tokerau Debris Monitoring Project
,"Fishing gear (floats, lures, traps, pots)",Te Tai Tokerau Debris Monitoring Project
,Fishing line,Te Tai Tokerau Debris Monitoring Project
,"Fishing related (sinkers, lures, hooks, etc.)",Te Tai Tokerau Debris Monitoring Project
,Foam buoys,Te Tai Tokerau Debris Monitoring Project
,Glass buoys,Te Tai Tokerau Debris Monitoring Project
,Plastic buoys & floats,Te Tai Tokerau Debris Monitoring Project
,Cardboard boxes & fragments,Te Tai Tokerau Debris Monitoring Project
,Paper,Te Tai Tokerau Debris Monitoring Project
,Parking tickets & receipts,Te Tai Tokerau Debris Monitoring Project
,Lumber/building material,Te Tai Tokerau Debris Monitoring Project
,Wooden utensils,Te Tai Tokerau Debris Monitoring Project
,"Construction material (brick, pipes, etc)",Te Tai Tokerau Debris Monitoring Project
,Paper bags,Te Tai Tokerau Debris Monitoring Project
,Towels/rags,Te Tai Tokerau Debris Monitoring Project
,Gloves (non-rubber),Te Tai Tokerau Debris Monitoring Project
,Gloves (non-rubber),Te Tai Tokerau Debris Monitoring Project
,"Canvas, sailcloth & sacking",Te Tai Tokerau Debris Monitoring Project
,Fabric pieces,Te Tai Tokerau Debris Monitoring Project
,Rubber footwear (sandals only),Te Tai Tokerau Debris Monitoring Project
,"Clothing, hats, gloves & towels",Te Tai Tokerau Debris Monitoring Project
,Footwear & shoes,Te Tai Tokerau Debris Monitoring Project
,Jars,Te Tai Tokerau Debris Monitoring Project
,Other cans (< 4 L),Te Tai Tokerau Debris Monitoring Project
,Aluminum/tin drink cans,Te Tai Tokerau Debris Monitoring Project
,Aerosol cans,Te Tai Tokerau Debris Monitoring Project
,Straws,Te Tai Tokerau Debris Monitoring Project
,Drink package rings,Te Tai Tokerau Debris Monitoring Project
,Tableware,Te Tai Tokerau Debris Monitoring Project
,Plastic utensils,Te Tai Tokerau Debris Monitoring Project
,Tableware,Te Tai Tokerau Debris Monitoring Project
,Foamed plastic fragments,Te Tai Tokerau Debris Monitoring Project
,Fragments of hard plastic,Te Tai Tokerau Debris Monitoring Project
,Fragments of soft plastic,Te Tai Tokerau Debris Monitoring Project
,Ear plugs,Te Tai Tokerau Debris Monitoring Project
,Foam sponge,Te Tai Tokerau Debris Monitoring Project
,Lollipop sticks & cotton buds,Te Tai Tokerau Debris Monitoring Project
,Personal hygiene,Te Tai Tokerau Debris Monitoring Project
,Sanitary items,Te Tai Tokerau Debris Monitoring Project
,Gloves,Te Tai Tokerau Debris Monitoring Project
,Plastic food wrappers,Te Tai Tokerau Debris Monitoring Project
,Polystyrene cups or food packs,Te Tai Tokerau Debris Monitoring Project
,"Cups, food trays & wrappers",Te Tai Tokerau Debris Monitoring Project
,Cigarette butts,Te Tai Tokerau Debris Monitoring Project
,Cigarette lighters,Te Tai Tokerau Debris Monitoring Project
,Foam bottle seals & tabs,Te Tai Tokerau Debris Monitoring Project
,Bottle caps & lids,Te Tai Tokerau Debris Monitoring Project
,Bottle neck rings,Te Tai Tokerau Debris Monitoring Project
,"Bottle caps, lids & pull tabs",Te Tai Tokerau Debris Monitoring Project
,Bottles & jars,Te Tai Tokerau Debris Monitoring Project
,Bottles < 2 L,Te Tai Tokerau Debris Monitoring Project
,"Bottles, etc. > 2 L",Te Tai Tokerau Debris Monitoring Project
,Balloons - Latex,Te Tai Tokerau Debris Monitoring Project
,Balloons - Mylar,Te Tai Tokerau Debris Monitoring Project
,Mesh bags,Te Tai Tokerau Debris Monitoring Project
,Plastic bags,Te Tai Tokerau Debris Monitoring Project
,Paper Receipt,The Ocean Race
,Plastic-Coated Receipt,The Ocean Race
,Other Metal,The Ocean Race
,Juicebox/Coated Paperboard,The Ocean Race
,Glass Fragments,The Ocean Race
,Rubber Band,The Ocean Race
,Plastic/Styrofoam Takeaway Container,The Ocean Race
,Plastic Packaging,The Ocean Race
,Plastic Food Container,The Ocean Race
,Golf Ball,The Ocean Race
,Football,The Ocean Race
,Plastic Toy,The Ocean Race
,Other,The Ocean Race
,Plastic Rope,The Ocean Race
,Net,The Ocean Race
,Net Pieces,The Ocean Race
,Fishing Lure,The Ocean Race
,Fishing Line,The Ocean Race
,Buoy or Float,The Ocean Race
,Paper,The Ocean Race
,Cardboard,The Ocean Race
,Towel,The Ocean Race
,Fabric Pieces,The Ocean Race
,Clothing,The Ocean Race
,Tyre or Tyre Pieces,The Ocean Race
,Glass Jar,The Ocean Race
,Glass Beverage Bottle,The Ocean Race
,Metal Bottle Cap,The Ocean Race
,Beverage Can,The Ocean Race
,Other Aluminum or Tin Can,The Ocean Race
,Plastic Straw,The Ocean Race
,Plastic Takeaway Cutlery or Stirrer,The Ocean Race
,Plastic fragments,The Ocean Race
,Microplastics,The Ocean Race
,Plastic Nurdles,The Ocean Race
,Toothbrush,The Ocean Race
,Personal Care Product or Tube,The Ocean Race
,Sanitary Product,The Ocean Race
,Wet Wipe,The Ocean Race
,Cotton Bud,The Ocean Race
,Plastic Food Wrapper,The Ocean Race
,Takeaway Cup,The Ocean Race
,Cigarette Butt,The Ocean Race
,Cigarette Lighter,The Ocean Race
,Plastic Cap or Container Lid,The Ocean Race
,Plastic Bottle,The Ocean Race
,Balloon and/or String,The Ocean Race
,Plastic Bag,The Ocean Race
,Other Plastic Jugs or Containers,USVI Marine Debris for NOAA
,Non-food related plastic packaging,USVI Marine Debris for NOAA
,Fishing nets,USVI Marine Debris for NOAA
,Paper Cups,USVI Marine Debris for NOAA
,Fireworks,USVI Marine Debris for NOAA
,Styrofoam packaging,USVI Marine Debris for NOAA
,Chemicals and chemical containers,USVI Marine Debris for NOAA
,Toys (plastic),USVI Marine Debris for NOAA
,Batteries (acidic and alkaline),USVI Marine Debris for NOAA
,Crab/Lobster/Fish trap parts,USVI Marine Debris for NOAA
,Test Item,USVI Marine Debris for NOAA
,Other,USVI Marine Debris for NOAA
,Rope or Net Pieces (non-nylon),USVI Marine Debris for NOAA
,Plastic rope / Small Net Pieces,USVI Marine Debris for NOAA
,Fishing lures and lines,USVI Marine Debris for NOAA
,Buoys and floats,USVI Marine Debris for NOAA
,Pallets,USVI Marine Debris for NOAA
,Paper and Cardboard,USVI Marine Debris for NOAA
,Food wrappers (paper),USVI Marine Debris for NOAA
,Lumber/Building Materials,USVI Marine Debris for NOAA
,Paper Bags,USVI Marine Debris for NOAA
,Towels or rags,USVI Marine Debris for NOAA
,Gloves (non-rubber),USVI Marine Debris for NOAA
,Fabric pieces,USVI Marine Debris for NOAA
,Clothing and Shoes,USVI Marine Debris for NOAA
,Tires,USVI Marine Debris for NOAA
,Flip-flops,USVI Marine Debris for NOAA
,Glass Jars,USVI Marine Debris for NOAA
,Glass Bottle,USVI Marine Debris for NOAA
,Metal Bottle Caps,USVI Marine Debris for NOAA
,Aluminum or tin cans,USVI Marine Debris for NOAA
,Aerosol cans,USVI Marine Debris for NOAA
,Straws,USVI Marine Debris for NOAA
,Six-pack rings,USVI Marine Debris for NOAA
,Plastic Utensils,USVI Marine Debris for NOAA
,Plastic or Foam Fragments,USVI Marine Debris for NOAA
,Personal care products,USVI Marine Debris for NOAA
,Rubber Gloves,USVI Marine Debris for NOAA
,Plastic Food Wrappers,USVI Marine Debris for NOAA
,Foam or Plastic Cups,USVI Marine Debris for NOAA
,Cigarettes,USVI Marine Debris for NOAA
,Cigarette lighters/tobacco packaging,USVI Marine Debris for NOAA
,Cigarette or tobacco packaging,USVI Marine Debris for NOAA
,Plastic Bottle or Container Caps,USVI Marine Debris for NOAA
,Plastic Bottle,USVI Marine Debris for NOAA
,Balloons and/or string,USVI Marine Debris for NOAA
,Plastic Bags,USVI Marine Debris for NOAA
,Trash Can - Permanent,Waste Receptacles
,Trash Can - Mobile,Waste Receptacles
,Recycle Bin - Containers,Waste Receptacles
,Recycle bin - ContainersPaper,Waste Receptacles
,Other Plastic Jugs or Containers,Weisboydlund Expedition 2018
,Marine Mammal (please describe),Weisboydlund Expedition 2019
,Test Item,Weisboydlund Expedition 2020
,Other,Weisboydlund Expedition 2021
,Rope or Net Pieces (non-nylon),Weisboydlund Expedition 2022
,Plastic rope / Net Pieces,Weisboydlund Expedition 2023
,Fishing lures and lines,Weisboydlund Expedition 2024
,Buoys and floats,Weisboydlund Expedition 2025
,Pallets,Weisboydlund Expedition 2026
,Paper and Cardboard,Weisboydlund Expedition 2027
,Food wrappers (paper),Weisboydlund Expedition 2028
,Lumber/Building Materials,Weisboydlund Expedition 2029
,Paper Bags,Weisboydlund Expedition 2030
,Towels or rags,Weisboydlund Expedition 2031
,Gloves (non-rubber),Weisboydlund Expedition 2032
,Fabric pieces,Weisboydlund Expedition 2033
,Clothing and Shoes,Weisboydlund Expedition 2034
,Tires,Weisboydlund Expedition 2035
,Flip-flops,Weisboydlund Expedition 2036
,Glass Jars,Weisboydlund Expedition 2037
,Glass Bottle,Weisboydlund Expedition 2038
,Metal Bottle Caps,Weisboydlund Expedition 2039
,Aluminum or tin cans,Weisboydlund Expedition 2040
,Aerosol cans,Weisboydlund Expedition 2041
,Straws,Weisboydlund Expedition 2042
,Six-pack rings,Weisboydlund Expedition 2043
,Plastic Utensils,Weisboydlund Expedition 2044
,Plastic or Foam Fragments,Weisboydlund Expedition 2045
,Personal care products,Weisboydlund Expedition 2046
,Rubber Gloves,Weisboydlund Expedition 2047
,Plastic Food Wrappers,Weisboydlund Expedition 2048
,Foam or Plastic Cups,Weisboydlund Expedition 2049
,Cigarettes,Weisboydlund Expedition 2050
,Cigarette lighters/tobacco packaging,Weisboydlund Expedition 2051
,Plastic Bottle or Container Caps,Weisboydlund Expedition 2052
,Plastic Bottle,Weisboydlund Expedition 2053
,Balloons and/or string,Weisboydlund Expedition 2054
,Plastic Bags,Weisboydlund Expedition 2055
,সিমেন্টের থলে,WildTeam Bangladesh
,ঔষধের প্যাকেট,WildTeam Bangladesh
,তামাকের ছোট প্যাকেট,WildTeam Bangladesh
,ব্যক্তিগত ব্যবহার্য পন্যের ছোট প্যাকেট,WildTeam Bangladesh
,প্লাস্টিকের দড়ি,WildTeam Bangladesh
,ই-বর্জ্য টুকরা,WildTeam Bangladesh
,কাগজের বাক্স,WildTeam Bangladesh
,আ্যলুমিনামের মোড়ক,WildTeam Bangladesh
,রাস্তার খাবারের বাটি,WildTeam Bangladesh
,নিয়ে যাওয়ার খাবারের প্যাকেট,WildTeam Bangladesh
,জুসের মোড়ক,WildTeam Bangladesh
,কাঁচের টুকরা,WildTeam Bangladesh
,প্লাস্টিকের জাল/ জালের টুকরা,WildTeam Bangladesh
,রাবার ব্যান্ড,WildTeam Bangladesh
,"শোলার বাটি, থালা, পাত্র",WildTeam Bangladesh
,ব্যাটারি,WildTeam Bangladesh
,ঢেউতোলা পিচবোর্ড,WildTeam Bangladesh
,কাগজ,WildTeam Bangladesh
,পরীক্ষার দ্রব্যাদি,WildTeam Bangladesh
,অন্যান্য,WildTeam Bangladesh
,তার,WildTeam Bangladesh
,প্লাস্টিকের দড়ি,WildTeam Bangladesh
,বয়া,WildTeam Bangladesh
,কাপড়ের টুকরা,WildTeam Bangladesh
,জামাকাপড়,WildTeam Bangladesh
,টায়ার,WildTeam Bangladesh
,প্লাস্টিকের জুতা এবং স্যান্ডেল,WildTeam Bangladesh
,কাঁচের বোতল,WildTeam Bangladesh
,বোতলের ধাতব ঢাকনা,WildTeam Bangladesh
,আ্যলুমিনামের/ টিনের কৌটা,WildTeam Bangladesh
,প্লাস্টিক ব্যাগের টুকরা,WildTeam Bangladesh
,ফোমের টুকরা,WildTeam Bangladesh
,শক্ত প্লাস্টিকের টুকরা,WildTeam Bangladesh
,প্লাস্টিকের নল,WildTeam Bangladesh
,প্লাস্টিকের মোড়ক (খাবারের),WildTeam Bangladesh
,ফোম/ প্লাস্টিকের পেয়ালা/ ঢাকনা,WildTeam Bangladesh
,সিগারেট,WildTeam Bangladesh
,সিগারেটের প্যকেট,WildTeam Bangladesh
,প্লাস্টিকের বোতলের ঢাকনা,WildTeam Bangladesh
,প্লাস্টিকের বোতল,WildTeam Bangladesh
,প্লাস্টিকের থলে,WildTeam Bangladesh
